# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = model_code_5x463_model
# start_datetime = 2026-03-04 06:24:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/standata-35b4146417c6.json
# init = 2 (Default)
# random
#   seed = 1483992606
# output
#   file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/model_code_5.3-202603040024-1-21cdbe.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/model_code_5.3-profile-202603040024-1-979bcf.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = --name=model_code_5.3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1,b2,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50
-16.666388,0.92148609,0.47891757,2,3,0,18.763041,-0.0293782,-0.11020428,-0.758642,0.69773888,-2.1030439,-2.0966437,-0.80616819,-2.1264231,-0.78786037,-1.5090193,-1.1460291,-0.5593018,-0.66602172,-0.81822503,-1.5620106,-0.56527083,-7.7086471,-0.71113572,-0.84197017,-0.56141083,-0.56214426,-1.4363109,-1.0201924,-4.1408362,-0.62277415,-0.69169827,-0.57704108,-2.0797189,-0.96187057,-0.71907163,-0.87690448,-1.3402987,-0.94327312,-1.7820898,-0.5866258,-0.67197112,-0.56295566,-1.9566052,-0.55932738,-1.2776493,-0.6864582,-0.87908779,-1.6526751,-1.0481855,-0.73818215,-0.74711131,-0.63955387,-1.7886073,-0.71472539,-0.59272205,-0.58035514,-0.57204529,-1.0165037,-0.77475827
-15.582343,0.97976386,0.47891757,2,7,0,18.330705,0.00017994067,-0.11571905,-0.59849265,0.86674218,-1.8900012,-1.9225361,-0.93832457,-2.1575968,-1.0148287,-1.4186695,-1.4269688,-0.78010092,-0.79744465,-1.0005974,-1.4169335,-0.80514119,-4.2730094,-0.96959931,-0.97032586,-0.77597299,-0.77786366,-1.5225973,-1.0667882,-2.8936533,-0.77804857,-0.77597411,-0.80578049,-1.8750119,-1.0386293,-0.86608109,-0.97191362,-1.2215643,-0.92996207,-1.9719202,-0.79459596,-1.0730006,-0.77729638,-1.5658518,-0.78050677,-1.4755569,-0.84747525,-1.1298275,-1.1195982,-1.1676437,-0.9086394,-0.94722318,-0.8019076,-1.1556239,-0.81602613,-0.81909496,-0.7882792,-0.80866193,-1.1334053,-0.81229085
-18.603093,0.91506669,0.47891757,2,7,0,19.86759,0.045634982,0.31920843,-0.23385693,0.86307367,-2.2016189,-1.2491824,-0.94062471,-1.7218612,-1.1464258,-1.0581571,-1.6480361,-1.0353173,-1.4670818,-0.86422224,-1.1529318,-1.5132746,-3.8803307,-1.0204026,-1.0421251,-0.77169359,-0.77713499,-1.647877,-1.0174658,-4.6196252,-0.78610178,-0.81705647,-0.77372619,-1.258189,-1.1497511,-0.77936941,-0.83188543,-1.0240018,-1.0197002,-1.8373831,-0.78968336,-1.4726292,-0.7719467,-2.6392565,-0.79051682,-1.5014139,-0.90003232,-0.97692364,-1.0377244,-1.0852063,-0.96438688,-1.1948805,-0.78706195,-1.5540301,-0.8672251,-0.90507573,-0.77176945,-0.81246175,-0.95092705,-1.3747878
-17.412774,0.70270039,0.47891757,2,3,0,22.397646,0.016035822,0.2717625,-0.37979967,0.82391106,-2.1725129,-1.2528419,-0.912196,-1.6036799,-1.0295027,-1.0694938,-1.4172038,-0.90625394,-0.9821062,-0.81039204,-1.1849139,-1.2730948,-4.9196229,-0.90627982,-1.0073578,-0.72608475,-0.72556579,-1.5388791,-1.0108644,-4.9039819,-0.72527788,-0.72525143,-0.72998605,-1.2611992,-1.1287153,-0.74173033,-0.80623094,-1.0526189,-1.0681941,-1.6224159,-0.74581773,-1.1488785,-0.72583073,-2.7175032,-0.7506791,-1.3543908,-0.87134984,-0.87992025,-1.253799,-1.0254282,-0.9182954,-1.1012534,-0.75609983,-1.8847626,-0.88093822,-0.82649743,-0.72544068,-0.7487006,-0.90549672,-1.467146
-19.144678,0.84418002,0.47891757,3,7,0,20.457364,0.043249896,0.32026753,-0.36727588,0.74197887,-2.3526789,-1.1348598,-0.82694782,-1.5327817,-1.0215183,-0.9659723,-1.4812853,-0.91204875,-0.97372352,-0.71996477,-1.116437,-1.4562773,-6.105088,-0.85141386,-0.94663292,-0.62522236,-0.62090923,-1.5465845,-0.93755725,-6.0083292,-0.62059481,-0.62053678,-0.62881839,-1.2330166,-1.0990123,-0.64173838,-0.7221989,-1.0413786,-1.0544455,-1.679009,-0.63800431,-1.1546552,-0.62329966,-3.3967023,-0.65581451,-1.3025297,-0.7917366,-0.79400144,-1.2978498,-0.99643453,-0.83811122,-1.0718958,-0.67324676,-2.3383743,-0.82237417,-0.77049852,-0.62110965,-0.63710681,-0.83605063,-1.8161055
-16.350733,0.877027,0.47891757,2,3,0,21.187727,0.033505611,0.012279261,-0.45928739,0.91190429,-1.9095251,-1.6588807,-0.96687461,-1.9917275,-1.106203,-1.2869523,-1.5461183,-0.87195474,-1.001982,-1.0073561,-1.3119744,-0.97633872,-3.730862,-1.0460986,-1.0134837,-0.82671998,-0.82980881,-1.5488683,-1.0643084,-3.0771513,-0.82854854,-0.84081556,-0.84250804,-1.6691482,-1.0813804,-0.88066294,-0.96638297,-1.1749899,-0.96485438,-1.9700976,-0.84078565,-1.2635229,-0.82814639,-1.7817812,-0.82747664,-1.4932388,-0.89684439,-1.1419842,-1.0559138,-1.1844636,-0.95645377,-1.0386186,-0.84664079,-1.2115976,-0.86210901,-0.89612128,-0.83026607,-0.86024417,-1.1175911,-0.9309336
-15.916913,0.98492571,0.47891757,2,7,0,17.206643,0.026016254,-0.10237943,-0.75420726,0.85212385,-1.7067612,-1.6840565,-0.88961867,-1.7068259,-0.95087897,-1.3174888,-1.2114923,-0.76044737,-0.80522921,-0.96917535,-1.3535666,-0.77364063,-5.7616355,-0.89165172,-0.91192752,-0.76637495,-0.76737029,-1.2789214,-1.0187223,-3.0510939,-0.78457381,-0.82262986,-0.78162813,-1.8576538,-0.98537889,-0.89552607,-1.0127469,-1.3470617,-0.97535422,-1.6563052,-0.76707331,-0.86287316,-0.76827066,-1.8054484,-0.76198025,-1.1772061,-0.8207003,-1.0133482,-1.4194475,-1.1386559,-0.85010707,-0.85681674,-0.83629239,-1.6843582,-0.83786172,-0.79810064,-0.76408024,-0.76112477,-1.1135833,-0.95154534
-17.279816,0.9806295,0.47891757,3,7,0,18.103038,0.17319473,0.033769863,-0.43280658,0.83841993,-1.7976408,-1.4850885,-0.82858052,-1.8613183,-1.2346184,-1.1151103,-1.8529957,-0.88197782,-1.1359619,-1.0692343,-1.1435618,-1.0751171,-4.5343338,-1.1442349,-0.87236416,-0.7550827,-0.74499636,-1.4135107,-0.91309709,-3.1117335,-0.77440809,-0.81575765,-0.80196934,-1.9472962,-0.93586739,-0.86876236,-1.0030305,-1.298447,-0.82641221,-2.3939752,-0.74290932,-1.4874093,-0.76639403,-2.1794125,-0.76142819,-1.3546381,-0.77402267,-1.268724,-0.89383662,-1.3278572,-0.82232002,-0.90398882,-0.81166489,-1.3642534,-0.75068276,-0.912777,-0.74588317,-0.75085836,-1.225614,-0.97904839
-15.640881,0.98266316,0.47891757,3,7,0,18.087708,0.0049405596,-0.046218657,-0.68822094,0.74388857,-1.9968499,-1.7941482,-0.82053175,-1.9122248,-0.87832584,-1.3394922,-1.2411797,-0.63196987,-0.63666899,-0.85242476,-1.4031548,-0.67547552,-6.7638389,-0.79438657,-0.86355117,-0.62735169,-0.62668091,-1.3974663,-0.98891222,-3.9713506,-0.65068968,-0.68381209,-0.63729617,-1.8896631,-0.97047703,-0.75208087,-0.88989602,-1.2926044,-0.94040043,-1.7753239,-0.64057483,-0.80035328,-0.62899264,-2.0783781,-0.62318721,-1.251131,-0.72840964,-0.92083323,-1.4596857,-1.0787001,-0.77443146,-0.80931844,-0.69870877,-1.7816517,-0.74657423,-0.67578987,-0.63154772,-0.63262336,-1.0245298,-0.91253169
-15.312781,0.98514648,0.47891757,3,15,0,15.938882,0.0086539916,-0.070395112,-0.59420496,0.74546282,-2.1152273,-2.0014311,-0.83608793,-2.2976063,-0.94701396,-1.411842,-1.4662956,-0.63929272,-0.65182205,-0.90084535,-1.4367534,-0.69473571,-5.6309557,-0.87294511,-0.88459027,-0.62537126,-0.62577046,-1.5799765,-1.002213,-3.7146811,-0.62903289,-0.62686623,-0.65380303,-2.0017792,-0.9827212,-0.73978748,-0.87853981,-1.2277509,-0.85992502,-2.1253313,-0.64721935,-0.99963009,-0.62801638,-1.8650681,-0.62780617,-1.4866816,-0.72560643,-1.0488722,-1.1500094,-1.1350836,-0.79922207,-0.85949657,-0.66859849,-1.3022847,-0.69492131,-0.69027274,-0.63666782,-0.65837287,-1.0754629,-0.743202
-16.770124,0.94856067,0.47891757,3,7,0,17.397225,0.070700076,0.18452529,-0.38384746,0.84525806,-2.0198534,-1.3484495,-0.89417104,-1.7188084,-1.1118429,-1.0992545,-1.579413,-0.9120846,-1.0828351,-0.9021881,-1.1770758,-1.2036678,-4.5165059,-1.001258,-0.96705093,-0.75323703,-0.7508742,-1.5080302,-0.98520277,-4.0657375,-0.75596272,-0.7651438,-0.75304574,-1.475304,-1.0611721,-0.79130977,-0.87692079,-1.1291764,-0.96383291,-1.8885223,-0.76060268,-1.2946656,-0.75502061,-2.4331789,-0.75319027,-1.3808641,-0.84286323,-1.0159437,-1.0762964,-1.1321808,-0.89601877,-1.0380497,-0.7879351,-1.5982622,-0.82362847,-0.87160571,-0.75088657,-0.77064021,-1.0159385,-1.2227188
-15.371004,0.9798844,0.47891757,3,7,0,17.411395,0.026818205,-0.075222634,-0.67961253,0.75821474,-1.9304034,-1.8275156,-0.81731473,-1.9638304,-0.92105907,-1.3417475,-1.3197929,-0.65121186,-0.64498655,-0.90703635,-1.3839342,-0.68896393,-6.3672484,-0.84317319,-0.85445382,-0.64711654,-0.64555732,-1.3919621,-0.97562078,-3.6195475,-0.65695407,-0.67273146,-0.66949947,-1.9887716,-0.94874613,-0.78703908,-0.92987538,-1.3188691,-0.89529955,-1.9010834,-0.65493311,-0.86515985,-0.65053253,-1.9697046,-0.64520764,-1.2726691,-0.72608807,-0.99662606,-1.325589,-1.1310682,-0.77473576,-0.80490609,-0.71768657,-1.6244279,-0.72768837,-0.70224721,-0.64855966,-0.65158405,-1.083548,-0.85456684
-16.187547,0.97600352,0.47891757,3,7,0,16.661274,0.10548243,-0.21134696,-0.75122799,0.79407156,-1.6444332,-1.9284657,-0.79235702,-1.9842337,-1.0114687,-1.3583289,-1.4504636,-0.68977386,-0.69658754,-1.1019676,-1.340927,-0.69483859,-6.0688776,-0.95908228,-0.80513939,-0.70439487,-0.70191703,-1.2644998,-0.9274375,-2.6043497,-0.69107397,-0.69552595,-0.79434781,-2.4284369,-0.8644663,-0.94348946,-1.1133231,-1.5082399,-0.80372709,-2.1929166,-0.68951362,-0.94483317,-0.71607781,-1.6857149,-0.73364678,-1.2081637,-0.71560605,-1.2244278,-1.1321096,-1.3033885,-0.75282434,-0.75015054,-0.79860333,-1.4191364,-0.70632829,-0.76346815,-0.6899206,-0.68959759,-1.3042946,-0.75982042
-16.563613,0.93167706,0.47891757,2,3,0,16.755706,0.11375732,-0.1557757,-0.79879352,0.79394699,-1.5789022,-1.6894239,-0.78067389,-1.6673292,-0.97685096,-1.2583654,-1.3100171,-0.69246832,-0.74533199,-1.0460788,-1.2802508,-0.70294841,-6.9314272,-0.90599739,-0.7947707,-0.71860509,-0.72265493,-1.1531738,-0.90918121,-2.8638804,-0.70048715,-0.73522517,-0.76333126,-2.2646901,-0.85984905,-0.94655937,-1.1112096,-1.5504335,-0.85000277,-1.9177434,-0.68840353,-0.84091157,-0.72417761,-1.9374875,-0.71708434,-1.0594991,-0.71768443,-1.1028,-1.3260058,-1.2562644,-0.74169593,-0.73724741,-0.83766588,-1.8541479,-0.72978599,-0.76367177,-0.68830351,-0.68944092,-1.2446503,-0.91462946
-16.548707,0.98523922,0.47891757,3,7,0,18.120004,-0.091302976,0.0016584517,-0.4522502,0.74338934,-2.580913,-2.2049374,-0.95859266,-2.7800937,-0.91023374,-1.5474987,-1.5023674,-0.64122175,-0.79953803,-0.79279709,-1.5815124,-0.74322693,-4.3908833,-0.84032326,-1.0447936,-0.63866409,-0.66155464,-1.9993757,-1.1390253,-4.3839295,-0.62539592,-0.62506265,-0.62460281,-1.6654819,-1.1655041,-0.65055202,-0.73943844,-0.98607536,-0.93772843,-2.1009576,-0.69333857,-1.1314225,-0.62803216,-1.7428505,-0.62803763,-1.9194927,-0.81654997,-0.96809047,-1.0859336,-1.0095421,-0.93932789,-1.0931221,-0.62453231,-0.98510275,-0.73466394,-0.66454378,-0.66083175,-0.74810586,-0.92704258,-0.67959511
-16.159332,0.9681728,0.47891757,3,7,0,18.638618,0.031959757,-0.27156456,-0.79166057,0.82264027,-1.6981333,-2.1504808,-0.86054664,-2.1605427,-0.95262993,-1.5149901,-1.327969,-0.7305605,-0.77199669,-1.0722329,-1.4731805,-0.72923056,-5.4678533,-0.91975965,-0.86726113,-0.72711673,-0.72636435,-1.3466388,-1.0126032,-2.4630664,-0.73898189,-0.74756885,-0.80817637,-2.3336758,-0.92627896,-0.93318183,-1.0812439,-1.4227876,-0.85720647,-2.0398496,-0.73231911,-0.88793412,-0.73441701,-1.4161118,-0.75579867,-1.3060976,-0.7655157,-1.1822974,-1.2087937,-1.2300575,-0.8109668,-0.79636001,-0.79249425,-1.2273091,-0.75113363,-0.75845462,-0.73683336,-0.73295146,-1.2525283,-0.73418474
-16.480637,0.91024674,0.47891757,2,3,0,16.849335,0.016629691,-0.15128615,-0.84177153,0.82878826,-1.6616871,-1.751851,-0.86547187,-1.6773387,-0.89825796,-1.3589899,-1.1204159,-0.73226141,-0.90904475,-0.95855401,-1.3928091,-0.73132627,-6.4941314,-0.84275459,-0.87973872,-0.74214226,-0.74753954,-1.2169764,-1.0101023,-3.0195622,-0.78296002,-0.86589177,-0.7586588,-1.9584229,-0.95496021,-0.9041327,-1.0325408,-1.4124771,-0.97483185,-1.5876509,-0.73902593,-0.77909774,-0.7431519,-1.7648964,-0.73597087,-1.1082784,-0.79215283,-0.97961429,-1.5708517,-1.1241709,-0.81586639,-0.80435289,-0.82978539,-1.8175332,-0.82534233,-0.76021565,-0.73867844,-0.73140206,-1.1174565,-0.92326866
-16.707919,0.88220616,0.47891757,2,7,0,19.739353,0.13417737,0.036813543,-0.63777292,0.77348035,-1.7340042,-1.3620541,-0.76125581,-1.4960771,-1.0359429,-1.0733993,-1.421348,-0.74547832,-0.67072758,-0.94226646,-1.1483138,-0.87861613,-6.9581851,-0.91917497,-0.80112292,-0.69612128,-0.69323903,-1.1993627,-0.87327501,-3.7633355,-0.66308984,-0.67516829,-0.69216449,-1.9018005,-0.88713954,-0.83554261,-0.98646652,-1.4199656,-0.8775541,-1.8838608,-0.66224696,-0.95785343,-0.69620552,-2.5720728,-0.667448,-1.0611292,-0.71059641,-1.0096117,-1.2769797,-1.2095374,-0.73668424,-0.77962469,-0.80547718,-2.201673,-0.73108985,-0.79132884,-0.66454469,-0.66280028,-1.1223008,-1.2679893
-18.506189,0.88005088,0.47891757,4,15,0,20.754322,-0.19243614,0.021432295,-0.69156904,0.93015147,-2.0231297,-1.7189867,-1.098923,-1.7862254,-0.90353142,-1.4555417,-1.0355262,-0.84777689,-0.92687169,-0.88266175,-1.5340952,-0.85576654,-4.5122837,-0.86874715,-1.1443838,-0.85255811,-0.85185519,-1.5238754,-1.2395037,-3.7492042,-0.94266913,-1.0150973,-0.85741327,-1.3148283,-1.2458653,-0.86036763,-0.90506122,-1.0952575,-1.2668449,-1.2473467,-0.90975893,-0.86530143,-0.85357417,-1.6663983,-0.88097139,-1.3802347,-1.0279534,-0.89569681,-1.7589229,-0.977433,-1.0585422,-1.099648,-0.85470536,-1.5603378,-1.0799387,-0.84798178,-0.8889398,-0.88565268,-0.94683952,-1.0291768
-16.854894,0.98725577,0.47891757,2,3,0,18.866527,-0.1048781,0.025906328,-0.63011602,0.91761414,-1.9580302,-1.6547379,-1.0366158,-1.7859939,-0.94650747,-1.3716992,-1.1513726,-0.83600608,-0.83988315,-0.90612972,-1.4368663,-0.87354101,-4.4609676,-0.89675289,-1.0824695,-0.83417619,-0.83496961,-1.4933426,-1.1617385,-3.5632497,-0.87337248,-0.90029187,-0.8337656,-1.4199329,-1.1734354,-0.86120014,-0.92162306,-1.1328709,-1.1515026,-1.4213639,-0.87170168,-0.91861769,-0.83391013,-1.7595127,-0.84600105,-1.3698032,-0.9679751,-0.94046343,-1.5114385,-1.0314892,-1.0064881,-1.0592288,-0.84930844,-1.5179313,-0.98773153,-0.84726692,-0.85426847,-0.86229175,-0.98917213,-1.0262916
-19.068094,0.83866099,0.47891757,3,7,0,19.818628,0.022644481,-0.086064924,-0.41667557,0.67954847,-2.5972469,-2.5617827,-0.81113456,-3.3942149,-1.0981833,-1.5843182,-2.1283303,-0.5780327,-1.0884213,-0.96200194,-1.5428267,-0.69987097,-4.6153877,-1.0375841,-0.88710631,-0.53804472,-0.56393839,-2.1015653,-1.0004481,-3.8955764,-0.55204684,-0.65614644,-0.6039193,-2.3790946,-0.98906823,-0.63822466,-0.80412234,-1.1273031,-0.68585676,-3.1747799,-0.5676647,-1.6320293,-0.53297596,-1.7333645,-0.54725836,-2.1332122,-0.64542481,-1.3494411,-0.72571414,-1.2686581,-0.79317836,-0.94251349,-0.54478106,-0.75109943,-0.55043833,-0.651056,-0.54987052,-0.6556685,-1.1721665,-0.5375918
-16.653262,1,0.47891757,3,7,0,19.329614,-0.017354693,-0.033939865,-0.5736453,0.67436142,-2.4538525,-2.162471,-0.81381296,-2.5526676,-0.88803276,-1.4849133,-1.4912539,-0.5455502,-0.56182839,-0.80349187,-1.5365922,-0.63193551,-6.5457757,-0.7923165,-0.88444942,-0.52504384,-0.52767645,-1.7529917,-1.0203014,-4.6493457,-0.53350026,-0.53036188,-0.54167966,-2.0268675,-1.0161426,-0.62982006,-0.7817522,-1.1880518,-0.86633306,-2.2194169,-0.56214963,-0.95590822,-0.5257478,-2.1046113,-0.5249509,-1.616707,-0.67761581,-0.96579216,-1.2345371,-1.0841736,-0.77140263,-0.86641652,-0.56583128,-1.3899995,-0.64184456,-0.59497615,-0.5432923,-0.57598908,-1.0002744,-0.70718254
